director_and_actors,img,link,other_title,quote,rank,rating,reviewers,title
导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,https://movie.douban.com/subject/27119724/, / 小丑起源电影：罗密欧  /  Romeo,,187,8.7,992054人评价,小丑
导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,https://movie.douban.com/subject/1307856/," / 背对背，脸对脸  /  Back to Back, Face to Face",,188,9.5,129173人评价,背靠背，脸对脸
导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,https://movie.douban.com/subject/6534248/, / 破坏王拉尔夫  /  破坏王大冒险,迪士尼和皮克斯拿错剧本的产物。,189,8.7,529835人评价,无敌破坏王
导演: 刘伟强 / 麦兆辉   主演: 陈冠希 Edison Chen / 余文乐 Shawn Yue / 曾...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,https://movie.douban.com/subject/1307106/, / 无间道前传  /  Infernal Affairs II,,190,8.7,470129人评价,无间道2
导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,https://movie.douban.com/subject/2209573/, / 一百万零一夜(港)  /  贫民百万富翁(台),上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,191,8.6,737578人评价,贫民窟的百万富翁
导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,https://movie.douban.com/subject/1291578/, / 冰河世纪  /  冰原历险记,松鼠才是角儿。,192,8.6,605015人评价,冰川时代
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,https://movie.douban.com/subject/1292328/, / Ashes of Time,电影诗。,193,8.6,570565人评价,东邪西毒
导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626308994.jpg,https://movie.douban.com/subject/24733428/, / 灵魂奇遇记(港)  /  灵魂急转弯(台),,194,8.7,963629人评价,心灵奇旅
导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,https://movie.douban.com/subject/3011051/, / 汪洋血迷宮(台)  /  轮回三角,不要企图在重复中寻找已经失去的爱。,195,8.5,848759人评价,恐怖游轮
导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,https://movie.douban.com/subject/1292329/, / A Brighter Summer Day,弱者送给弱者的一刀。,196,8.9,294411人评价,牯岭街少年杀人事件
导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg,https://movie.douban.com/subject/1867345/, / 玩转身前事(港)  /  一路玩到挂(台),用剩余不多的时间，去燃烧整个生命。,197,8.7,453321人评价,遗愿清单
导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,https://movie.douban.com/subject/1307811/, / 魔女琪琪(台)  /  小魔女限时专送,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,198,8.7,453044人评价,魔女宅急便
导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,https://movie.douban.com/subject/1292401/, / 真的恋爱了(港)  /  爱是您，爱是我(台),爱，是个动词。,199,8.6,725146人评价,真爱至上
导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2554167519.jpg,https://movie.douban.com/subject/4848115/, / 你看起来很好吃(台)  /  你看上去好像很好吃,感情不分食草或者食肉。,200,8.9,329059人评价,你看起来好像很好吃
导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,https://movie.douban.com/subject/1310177/, / Tokyo Godfathers,,201,9.0,225067人评价,东京教父
导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,https://movie.douban.com/subject/27059130/, / The Great Buddha+,人们可以登上月球，却永远无法探索人们内心的宇宙。,202,8.7,447452人评价,大佛普拉斯
导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,https://movie.douban.com/subject/1978709/, / 夺命黑天鹅  /  霸王别鹅(豆友译名),黑暗之美。,203,8.6,772251人评价,黑天鹅
导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,https://movie.douban.com/subject/1308857/, / Kekexili: Mountain Patrol,坚硬的信仰。,204,8.9,299452人评价,可可西里
导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,https://movie.douban.com/subject/1293908/, / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,永远的小人物，伟大的卓别林。,205,9.3,143820人评价,城市之光
导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,https://movie.douban.com/subject/3075287/, / 启动原始码(台)  /  危机解密(港),邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,206,8.5,824808人评价,源代码
导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,https://movie.douban.com/subject/1291870/, / 手足情未了(港)  /  手足情深,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,207,8.7,399146人评价,雨人
导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,https://movie.douban.com/subject/1309163/, / 忘了·忘不了(港)  /  手札情缘(台),爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,208,8.5,661631人评价,恋恋笔记本
导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,https://movie.douban.com/subject/25980443/, / 情系海边之城(港),我们都有权利不与自己的过去和解。,209,8.6,527618人评价,海边的曼彻斯特
导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,https://movie.douban.com/subject/4739952/, / 初恋那件小事(港)  /  暗恋那点小事,黑小鸭速效美白记。,210,8.5,971921人评价,初恋这件小事
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,https://movie.douban.com/subject/1302827/, / AI人工智慧,对爱的执着，可以超越一切。,211,8.7,439509人评价,人工智能
导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,https://movie.douban.com/subject/5300054/, / 波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台),,212,8.6,595230人评价,波西米亚狂想曲
导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,https://movie.douban.com/subject/1296909/, / 横冲直撞出重围(港)  /  大進擊(台),永远看不腻的喜剧。,213,8.9,253222人评价,虎口脱险
导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,https://movie.douban.com/subject/1303394/, / Green Snake,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,214,8.6,519074人评价,青蛇
导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,https://movie.douban.com/subject/1291844/, / 未来战士2(港)  /  魔鬼终结者2(台),少见的超越首部的续集，动作片中的经典。,215,8.8,337574人评价,终结者2：审判日
导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,https://movie.douban.com/subject/1291879/, / Rashomon,人生的N种可能性。,216,8.8,309993人评价,罗生门
导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,https://movie.douban.com/subject/3592854/, / 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,217,8.7,521995人评价,疯狂的麦克斯4：狂暴之路
导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,https://movie.douban.com/subject/1293318/, / 再见萤火虫(港)  /  萤火挽歌,幸福是生生不息，却难以触及的远。 ,218,8.7,401174人评价,萤火虫之墓
导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,https://movie.douban.com/subject/1292287/, / New Dragon Gate Inn,嬉笑怒骂，调风动月。,219,8.7,437940人评价,新龙门客栈
导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,https://movie.douban.com/subject/1300117/, / 变种异煞(港)  /  自然人,一部能引人思考的科幻励志片。,220,8.8,293026人评价,千钧一发
导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / ...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1086394013.jpg,https://movie.douban.com/subject/1438652/, / 希魔撞正杀人狂(港)  /  恶棍特工(台),昆汀同学越来越变态了，比北野武还杜琪峰。,221,8.6,470018人评价,无耻混蛋
导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,https://movie.douban.com/subject/1959877/, / 悬崖上的金鱼姬  /  悬崖上的金鱼公主,,222,8.6,487881人评价,崖上的波妞
导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,https://movie.douban.com/subject/1291992/, / 塞尔玛与路易丝  /  末路狂花,没有了退路，只好飞向自由。,223,8.9,248216人评价,末路狂花
导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,https://movie.douban.com/subject/26787574/, / 奇迹,世界不完美，爱会有奇迹。,224,8.6,545859人评价,奇迹男孩
导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,https://movie.douban.com/subject/25807345/, / 相干性  /  相干效应,小成本大魅力。,225,8.6,569396人评价,彗星来的那一夜
导演: 郭柯 Ke Guo   主演:,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,https://movie.douban.com/subject/26430107/, / Twenty Two  /  22,有一些东西不应该被遗忘。,226,8.7,288807人评价,二十二
导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,https://movie.douban.com/subject/1304141/, / 22世纪杀人网络2：决战未来(港)  /  骇客任务：重装上阵(台),一个精彩的世界观正在缓缓建立。,227,8.7,401132人评价,黑客帝国2：重装上阵
导演: 土井裕泰 Nobuhiro Doi   主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg,https://movie.douban.com/subject/34874432/, / 她和他的恋爱花期(港)  /  Hanataba mitaina koi o shita,,228,8.6,603143人评价,花束般的恋爱
导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg,https://movie.douban.com/subject/25934014/, / 星声梦里人(港)  /  乐来越爱你(台),,229,8.4,881075人评价,爱乐之城
导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,https://movie.douban.com/subject/1428175/, / 血钻石(台)  /  血腥钻石,每个美丽事物背后都是滴血的现实。,230,8.7,375040人评价,血钻
导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,https://movie.douban.com/subject/25724855/, / 不存在的房间(台)  /  抖室(港),被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,231,8.8,364714人评价,房间
导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,https://movie.douban.com/subject/1419936/, / 军火之王(台 / 港) ,做一颗让别人需要你的棋子。,232,8.7,363528人评价,战争之王
导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,https://movie.douban.com/subject/2222996/, / 横山家之味(港 / 台) ,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,233,8.8,275625人评价,步履不停
导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,https://movie.douban.com/subject/1293964/, / 滑铁卢桥  /  断桥残梦,中国式内在的美国电影。,234,8.8,274882人评价,魂断蓝桥
导演: 谢晋 Jin Xie   主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174804034.jpg,https://movie.douban.com/subject/1297880/, / Hibiscus Town,,235,9.3,132403人评价,芙蓉镇
导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg,https://movie.douban.com/subject/25864085/, / 火星任务(港)  /  绝地救援(台),,236,8.5,715962人评价,火星救援
导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p719849995.jpg,https://movie.douban.com/subject/2051007/, / 哈利波特7：死神的圣物1(港 / 台) ,最忠于原著的一部。,237,8.5,562918人评价,哈利·波特与死亡圣器(上)
导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,https://movie.douban.com/subject/1307394/, / Millennium Actress,爱情是一场没有尽头的虚幻追逐。,238,8.8,262072人评价,千年女优
导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,https://movie.douban.com/subject/1308767/, / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),谁说王家卫镜头很晃？,239,8.7,347414人评价,谍影重重2
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,https://movie.douban.com/subject/1305690/, / Days of Being Wild,王家卫是一种风格，张国荣是一个代表。,240,8.5,504631人评价,阿飞正传
导演: 约翰·李·汉考克 John Lee Hancock   主演: 桑德拉·布洛克 Sandra Bu...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg,https://movie.douban.com/subject/3552028/, / 守护有心人(港)  /  攻其不备(台),拍掉身上的悲伤，从今天开始重新踏上追梦之旅。,241,8.7,302477人评价,弱点
导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg,https://movie.douban.com/subject/1295865/, / 秋日传奇  /  真爱一世情(台),传奇，不是每个人都可以拥有。,242,8.8,283001人评价,燃情岁月
导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,https://movie.douban.com/subject/1304102/, / 叛谍追击(港)  /  神鬼认证(台),哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,243,8.6,419789人评价,谍影重重
导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,https://movie.douban.com/subject/2213597/, / 为爱朗读(台)  /  读爱(港),当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,244,8.6,449455人评价,朗读者
导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,https://movie.douban.com/subject/6874403/, / 再次出发  /  歌曲改变人生,爱我就给我看你的播放列表。,245,8.6,421982人评价,再次出发之纽约遇见你
导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443403700.jpg,https://movie.douban.com/subject/1457217/, / 哈利波特5：凤凰会的密令(港 / 台) ,,246,8.5,555410人评价,哈利·波特与凤凰社
导演: 本·斯蒂勒 Ben Stiller   主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg,https://movie.douban.com/subject/2133323/, / 发梦王大历险(港)  /  白日梦冒险王(台),,247,8.6,461429人评价,白日梦想家
导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,https://movie.douban.com/subject/1760622/, / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,一个单凭体香达到高潮的男人。,248,8.5,538511人评价,香水
导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,https://movie.douban.com/subject/1937946/, / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,爱上未来的你。 ,249,8.6,377553人评价,穿越时空的少女
导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg,https://movie.douban.com/subject/3443389/, / Oceans  /  海洋,大海啊，不全是水。,250,9.1,155413人评价,海洋
